Item,Year,Month,Day,Weekday,Period,Hour,Min,Sec,Transaction,Item_Price,Q4_label,0
Alfajores,2017,4,3,Monday,afternoon,15,53,30,9327,7.76,drink,1
Alfajores,2017,4,6,Thursday,morning,9,28,32,9457,7.76,drink,1
Alfajores,2017,4,6,Thursday,afternoon,16,18,43,9500,7.76,drink,1
Alfajores,2017,4,6,Thursday,afternoon,14,28,23,9492,7.76,drink,1
Alfajores,2017,4,5,Wednesday,afternoon,17,22,22,9447,7.76,drink,1
Alfajores,2017,4,3,Monday,afternoon,17,8,35,9335,7.76,drink,1
Alfajores,2017,4,3,Monday,afternoon,16,20,49,9330,7.76,drink,1
Alfajores,2017,2,25,Saturday,morning,10,46,22,7160,7.76,drink,1
Alfajores,2017,2,25,Saturday,afternoon,12,6,14,7174,7.76,drink,1
Alfajores,2017,4,8,Saturday,morning,10,13,55,9570,7.76,drink,1
Alfajores,2017,2,18,Saturday,afternoon,16,22,25,6825,7.76,drink,1
Alfajores,2017,2,19,Sunday,afternoon,13,54,41,6871,7.76,drink,1
Alfajores,2017,2,19,Sunday,afternoon,13,39,43,6866,7.76,drink,1
Alfajores,2017,2,19,Sunday,afternoon,12,59,46,6863,7.76,drink,1
Alfajores,2017,2,19,Sunday,afternoon,12,48,42,6858,7.76,drink,1
Alfajores,2017,2,18,Saturday,morning,11,3,32,6769,7.76,drink,1
Alfajores,2017,2,18,Saturday,afternoon,16,28,34,6827,7.76,drink,1
Alfajores,2017,2,18,Saturday,afternoon,12,30,33,6791,7.76,drink,1
Alfajores,2017,2,19,Sunday,morning,9,59,20,6834,7.76,drink,1
Alfajores,2017,2,18,Saturday,afternoon,12,10,27,6787,7.76,drink,1
Alfajores,2017,2,17,Friday,afternoon,16,38,6,6730,7.76,drink,1
Alfajores,2017,2,17,Friday,afternoon,15,42,33,6726,7.76,drink,1
Alfajores,2017,2,16,Thursday,morning,11,23,6,6638,7.76,drink,1
Alfajores,2017,2,16,Thursday,afternoon,14,40,32,6661,7.76,drink,1
Alfajores,2017,2,16,Thursday,afternoon,12,53,29,6651,7.76,drink,1
Alfajores,2017,2,19,Sunday,afternoon,14,23,27,6881,7.76,drink,1
Alfajores,2017,2,20,Monday,afternoon,12,35,57,6916,7.76,drink,1
Alfajores,2017,2,24,Friday,morning,11,56,24,7099,7.76,drink,1
Alfajores,2017,2,22,Wednesday,afternoon,14,33,24,7014,7.76,drink,1
Alfajores,2017,2,24,Friday,afternoon,17,22,26,7136,7.76,drink,1
Alfajores,2017,2,24,Friday,afternoon,16,49,59,7133,7.76,drink,1
Alfajores,2017,2,24,Friday,afternoon,14,20,18,7120,7.76,drink,1
Alfajores,2017,2,23,Thursday,afternoon,16,17,16,7072,7.76,drink,1
Alfajores,2017,2,23,Thursday,afternoon,13,46,36,7060,7.76,drink,1
Alfajores,2017,2,22,Wednesday,afternoon,17,7,6,7031,7.76,drink,1
Alfajores,2017,2,22,Wednesday,afternoon,13,12,36,7008,7.76,drink,1
Alfajores,2017,2,20,Monday,afternoon,13,17,45,6921,7.76,drink,1
Alfajores,2017,2,21,Tuesday,afternoon,16,2,34,6979,7.76,drink,1
Alfajores,2017,2,21,Tuesday,afternoon,15,48,24,6978,7.76,drink,1
Alfajores,2017,2,21,Tuesday,afternoon,15,36,48,6977,7.76,drink,1
Alfajores,2017,2,20,Monday,morning,10,55,29,6900,7.76,drink,1
Alfajores,2017,2,20,Monday,afternoon,16,28,40,6940,7.76,drink,1
Alfajores,2017,2,20,Monday,afternoon,16,26,39,6939,7.76,drink,1
Alfajores,2017,4,8,Saturday,morning,9,9,47,9558,7.76,drink,1
Alfajores,2017,4,8,Saturday,morning,11,4,46,9584,7.76,drink,1
Argentina Night,2017,3,11,Saturday,afternoon,15,38,20,7981,3.62,unknow,1
Argentina Night,2017,4,8,Saturday,morning,10,44,44,9579,3.62,unknow,1
Argentina Night,2017,4,8,Saturday,morning,10,43,56,9578,3.62,unknow,1
Argentina Night,2017,4,8,Saturday,morning,8,59,0,9556,3.62,unknow,1
Argentina Night,2017,4,8,Saturday,morning,8,58,19,9555,3.62,unknow,1
Argentina Night,2017,4,2,Sunday,afternoon,13,52,54,9265,3.62,unknow,1
Argentina Night,2017,3,23,Thursday,afternoon,13,44,49,8639,3.62,unknow,1
Art Tray,2017,4,6,Thursday,afternoon,12,4,5,9474,2.0,food,1
Art Tray,2017,3,29,Wednesday,afternoon,12,48,39,9010,2.0,food,1
Art Tray,2017,3,19,Sunday,afternoon,12,36,9,8429,2.0,food,1
Art Tray,2017,3,4,Saturday,afternoon,13,18,40,7572,2.0,food,1
Art Tray,2017,2,26,Sunday,morning,10,20,40,7221,2.0,food,1
Art Tray,2017,2,26,Sunday,afternoon,13,57,41,7254,2.0,food,1
Art Tray,2017,2,15,Wednesday,afternoon,14,23,16,6617,2.0,food,1
Art Tray,2017,2,11,Saturday,afternoon,14,8,27,6412,2.0,food,1
Art Tray,2017,1,26,Thursday,morning,11,19,14,5354,2.0,food,1
Art Tray,2017,2,8,Wednesday,afternoon,13,14,53,6225,2.0,food,1
Art Tray,2017,1,24,Tuesday,afternoon,13,24,11,5268,2.0,food,1
Art Tray,2016,11,8,Tuesday,afternoon,12,33,17,853,2.0,food,1
Art Tray,2016,11,14,Monday,afternoon,16,8,48,1337,2.0,food,1
Art Tray,2016,11,13,Sunday,afternoon,17,42,47,1273,2.0,food,1
Art Tray,2016,11,13,Sunday,afternoon,13,1,23,1248,2.0,food,1
Art Tray,2016,11,11,Friday,afternoon,13,32,26,1072,2.0,food,1
Art Tray,2016,11,10,Thursday,morning,11,32,7,966,2.0,food,1
Art Tray,2016,11,10,Thursday,afternoon,16,21,5,1004,2.0,food,1
Art Tray,2016,11,8,Tuesday,afternoon,12,23,11,850,2.0,food,1
Art Tray,2016,11,17,Thursday,afternoon,12,34,23,1511,2.0,food,1
Art Tray,2016,11,14,Monday,afternoon,16,11,32,1338,2.0,food,1
Art Tray,2016,11,18,Friday,afternoon,12,58,38,1592,2.0,food,1
Art Tray,2017,1,24,Tuesday,afternoon,13,14,4,5264,2.0,food,1
Art Tray,2016,12,10,Saturday,afternoon,13,28,7,2941,2.0,food,1
Art Tray,2017,1,24,Tuesday,afternoon,12,38,10,5260,2.0,food,1
Art Tray,2017,1,11,Wednesday,afternoon,12,31,13,4529,2.0,food,1
Art Tray,2016,12,24,Saturday,morning,11,52,59,3807,2.0,food,1
Art Tray,2016,12,22,Thursday,afternoon,13,32,59,3673,2.0,food,1
Art Tray,2016,12,14,Wednesday,afternoon,14,1,14,3154,2.0,food,1
Art Tray,2016,12,13,Tuesday,morning,9,43,56,3076,2.0,food,1
Art Tray,2016,12,10,Saturday,afternoon,12,14,43,2928,2.0,food,1
Art Tray,2016,11,18,Friday,afternoon,14,14,44,1601,2.0,food,1
Art Tray,2016,11,30,Wednesday,afternoon,12,8,10,2340,2.0,food,1
Art Tray,2016,11,27,Sunday,afternoon,14,0,18,2207,2.0,food,1
Art Tray,2016,11,27,Sunday,afternoon,12,21,1,2195,2.0,food,1
Art Tray,2016,11,25,Friday,afternoon,12,42,26,2036,2.0,food,1
Art Tray,2016,11,24,Thursday,afternoon,17,2,59,1995,2.0,food,1
Art Tray,2016,11,24,Thursday,afternoon,16,0,48,1991,2.0,food,1
Bacon,2016,11,13,Sunday,afternoon,13,1,23,1248,3.72,food,1
Baguette,2017,2,23,Thursday,afternoon,12,15,36,7050,4.83,food,1
Baguette,2017,2,28,Tuesday,afternoon,12,8,16,7337,4.83,food,1
Baguette,2017,2,26,Sunday,morning,11,55,41,7234,4.83,food,1
Baguette,2017,2,25,Saturday,morning,9,46,10,7149,4.83,food,1
Baguette,2017,2,25,Saturday,afternoon,12,6,14,7174,4.83,food,1
Baguette,2017,2,24,Friday,morning,9,40,2,7082,4.83,food,1
Baguette,2017,2,23,Thursday,morning,11,55,4,7049,4.83,food,1
Baguette,2017,2,22,Wednesday,afternoon,12,55,17,7007,4.83,food,1
Baguette,2017,2,28,Tuesday,morning,9,54,52,7321,4.83,food,1
Baguette,2017,2,21,Tuesday,afternoon,12,15,27,6956,4.83,food,1
Baguette,2017,2,19,Sunday,afternoon,15,27,46,6886,4.83,food,1
Baguette,2017,2,19,Sunday,afternoon,13,57,6,6873,4.83,food,1
Baguette,2017,2,18,Saturday,morning,9,52,2,6749,4.83,food,1
Baguette,2017,2,18,Saturday,morning,9,41,24,6746,4.83,food,1
Baguette,2017,2,18,Saturday,morning,8,36,52,6735,4.83,food,1
Baguette,2017,2,28,Tuesday,afternoon,14,17,29,7348,4.83,food,1
Baguette,2017,2,28,Tuesday,morning,9,59,39,7322,4.83,food,1
Baguette,2017,2,17,Friday,morning,10,50,3,6681,4.83,food,1
Baguette,2017,3,4,Saturday,morning,11,51,34,7551,4.83,food,1
Baguette,2017,3,9,Thursday,morning,10,22,10,7818,4.83,food,1
Baguette,2017,3,9,Thursday,morning,10,3,55,7814,4.83,food,1
Baguette,2017,3,8,Wednesday,morning,11,27,14,7788,4.83,food,1
Baguette,2017,3,8,Wednesday,afternoon,15,41,19,7804,4.83,food,1
Baguette,2017,3,7,Tuesday,morning,11,38,29,7741,4.83,food,1
Baguette,2017,3,7,Tuesday,morning,9,57,45,7728,4.83,food,1
Baguette,2017,3,4,Saturday,morning,10,59,13,7537,4.83,food,1
Baguette,2017,3,1,Wednesday,morning,10,9,11,7374,4.83,food,1
Baguette,2017,3,4,Saturday,morning,10,44,25,7534,4.83,food,1
Baguette,2017,3,4,Saturday,afternoon,12,48,4,7565,4.83,food,1
Baguette,2017,3,4,Saturday,afternoon,12,28,33,7557,4.83,food,1
Baguette,2017,3,2,Thursday,afternoon,12,8,29,7424,4.83,food,1
Baguette,2017,3,1,Wednesday,morning,11,20,52,7380,4.83,food,1
Baguette,2017,3,1,Wednesday,morning,11,10,36,7379,4.83,food,1
Baguette,2017,2,17,Friday,morning,11,59,25,6696,4.83,food,1
Baguette,2017,2,17,Friday,afternoon,14,46,15,6724,4.83,food,1
Baguette,2017,3,11,Saturday,morning,8,59,34,7917,4.83,food,1
Baguette,2017,2,7,Tuesday,afternoon,13,49,18,6187,4.83,food,1
Baguette,2017,2,10,Friday,afternoon,15,3,56,6351,4.83,food,1
Baguette,2017,2,9,Thursday,afternoon,14,16,43,6285,4.83,food,1
Baguette,2017,2,9,Thursday,afternoon,12,12,40,6269,4.83,food,1
Baguette,2017,2,8,Wednesday,afternoon,12,25,12,6220,4.83,food,1
Baguette,2017,2,7,Tuesday,morning,9,29,22,6156,4.83,food,1
Baguette,2017,2,7,Tuesday,afternoon,17,26,0,6200,4.83,food,1
Baguette,2017,2,6,Monday,morning,10,10,14,6095,4.83,food,1
Baguette,2017,2,11,Saturday,afternoon,12,16,37,6394,4.83,food,1
Baguette,2017,2,6,Monday,afternoon,13,3,11,6118,4.83,food,1
Baguette,2017,2,5,Sunday,morning,11,58,1,6045,4.83,food,1
Baguette,2017,2,5,Sunday,afternoon,14,50,49,6073,4.83,food,1
Baguette,2017,2,4,Saturday,morning,11,56,40,5930,4.83,food,1
Baguette,2017,2,4,Saturday,morning,11,45,1,5924,4.83,food,1
Baguette,2017,2,4,Saturday,morning,9,8,41,5893,4.83,food,1
Baguette,2017,2,10,Friday,afternoon,16,31,35,6360,4.83,food,1
Baguette,2017,2,11,Saturday,afternoon,12,55,21,6401,4.83,food,1
Baguette,2017,2,17,Friday,afternoon,14,16,41,6715,4.83,food,1
Baguette,2017,2,15,Wednesday,afternoon,14,23,16,6617,4.83,food,1
Baguette,2017,2,16,Thursday,morning,10,48,4,6636,4.83,food,1
Baguette,2017,2,16,Thursday,afternoon,15,28,40,6666,4.83,food,1
Baguette,2017,2,16,Thursday,afternoon,15,19,18,6663,4.83,food,1
Baguette,2017,2,15,Wednesday,morning,11,55,18,6604,4.83,food,1
Baguette,2017,2,15,Wednesday,morning,10,50,52,6599,4.83,food,1
Baguette,2017,2,15,Wednesday,afternoon,14,56,10,6621,4.83,food,1
Baguette,2017,2,14,Tuesday,afternoon,16,31,34,6585,4.83,food,1
Baguette,2017,2,11,Saturday,morning,9,36,32,6370,4.83,food,1
Baguette,2017,2,14,Tuesday,afternoon,16,29,36,6584,4.83,food,1
Baguette,2017,2,13,Monday,morning,9,4,35,6484,4.83,food,1
Baguette,2017,2,13,Monday,afternoon,12,47,43,6512,4.83,food,1
Baguette,2017,2,12,Sunday,morning,11,16,44,6454,4.83,food,1
Baguette,2017,2,12,Sunday,morning,11,8,17,6449,4.83,food,1
Baguette,2017,2,12,Sunday,morning,10,31,59,6443,4.83,food,1
Baguette,2017,3,10,Friday,morning,8,51,52,7862,4.83,food,1
Baguette,2017,3,11,Saturday,morning,10,33,59,7932,4.83,food,1
Baguette,2017,2,3,Friday,afternoon,16,38,18,5885,4.83,food,1
Baguette,2017,4,1,Saturday,morning,11,29,42,9190,4.83,food,1
Baguette,2017,4,8,Saturday,morning,9,48,32,9567,4.83,food,1
Baguette,2017,4,8,Saturday,morning,9,24,50,9563,4.83,food,1
Baguette,2017,4,7,Friday,afternoon,13,39,11,9533,4.83,food,1
Baguette,2017,4,5,Wednesday,afternoon,15,17,29,9430,4.83,food,1
Baguette,2017,4,5,Wednesday,afternoon,14,44,39,9428,4.83,food,1
Baguette,2017,4,4,Tuesday,afternoon,15,32,39,9385,4.83,food,1
Baguette,2017,4,1,Saturday,morning,11,27,2,9187,4.83,food,1
Baguette,2017,4,8,Saturday,morning,11,27,8,9586,4.83,food,1
Baguette,2017,3,31,Friday,afternoon,14,3,47,9137,4.83,food,1
Baguette,2017,3,31,Friday,afternoon,13,25,17,9129,4.83,food,1
Baguette,2017,3,30,Thursday,morning,10,58,52,9053,4.83,food,1
Baguette,2017,3,30,Thursday,morning,10,41,15,9049,4.83,food,1
Baguette,2017,3,28,Tuesday,morning,10,54,26,8944,4.83,food,1
Baguette,2017,3,28,Tuesday,afternoon,12,51,57,8957,4.83,food,1
Baguette,2017,4,8,Saturday,morning,10,50,13,9581,4.83,food,1
Baguette,2017,4,9,Sunday,morning,10,36,11,9652,4.83,food,1
Baguette,2017,3,26,Sunday,afternoon,14,17,28,8873,4.83,food,1
Baguette,2017,3,26,Sunday,morning,11,38,59,8847,4.83,food,1
Baguette,2017,3,26,Sunday,afternoon,13,1,49,8864,4.83,food,1
Baguette,2017,3,12,Sunday,afternoon,12,33,4,8017,4.83,food,1
Baguette,2017,3,15,Wednesday,afternoon,16,26,31,8200,4.83,food,1
Baguette,2017,3,17,Friday,morning,10,14,59,8276,4.83,food,1
Baguette,2017,3,17,Friday,morning,9,36,7,8269,4.83,food,1
Baguette,2017,3,17,Friday,morning,8,15,33,8259,4.83,food,1
Baguette,2017,3,16,Thursday,morning,11,30,40,8231,4.83,food,1
Baguette,2017,3,16,Thursday,morning,8,4,56,8209,4.83,food,1
Baguette,2017,3,15,Wednesday,morning,9,8,58,8165,4.83,food,1
Baguette,2017,3,15,Wednesday,afternoon,12,38,9,8187,4.83,food,1
Baguette,2017,3,18,Saturday,morning,9,11,53,8330,4.83,food,1
Baguette,2017,3,14,Tuesday,morning,10,2,29,8116,4.83,food,1
Baguette,2017,3,14,Tuesday,morning,8,26,40,8110,4.83,food,1
Baguette,2017,3,13,Monday,afternoon,13,20,14,8089,4.83,food,1
Baguette,2017,3,13,Monday,afternoon,12,12,25,8081,4.83,food,1
Baguette,2017,3,13,Monday,afternoon,12,5,56,8080,4.83,food,1
Baguette,2017,3,12,Sunday,afternoon,13,59,59,8034,4.83,food,1
Baguette,2017,3,18,Saturday,afternoon,13,50,20,8383,4.83,food,1
Baguette,2017,3,19,Sunday,afternoon,13,56,4,8441,4.83,food,1
Baguette,2017,3,26,Sunday,afternoon,12,22,30,8855,4.83,food,1
Baguette,2017,3,24,Friday,afternoon,15,24,22,8711,4.83,food,1
Baguette,2017,3,25,Saturday,morning,10,4,58,8737,4.83,food,1
Baguette,2017,3,25,Saturday,morning,9,41,5,8732,4.83,food,1
Baguette,2017,3,25,Saturday,morning,8,40,25,8723,4.83,food,1
Baguette,2017,3,24,Friday,morning,11,32,31,8686,4.83,food,1
Baguette,2017,3,24,Friday,morning,10,40,6,8675,4.83,food,1
Baguette,2017,3,24,Friday,morning,9,15,0,8668,4.83,food,1
Baguette,2017,3,23,Thursday,afternoon,14,38,53,8648,4.83,food,1
Baguette,2017,3,20,Monday,morning,10,28,27,8465,4.83,food,1
Baguette,2017,3,23,Thursday,afternoon,13,53,17,8641,4.83,food,1
Baguette,2017,3,22,Wednesday,morning,10,17,7,8567,4.83,food,1
Baguette,2017,3,22,Wednesday,morning,8,16,3,8555,4.83,food,1
Baguette,2017,3,21,Tuesday,morning,10,54,19,8517,4.83,food,1
Baguette,2017,3,21,Tuesday,afternoon,15,22,57,8545,4.83,food,1
Baguette,2017,3,20,Monday,morning,11,59,12,8480,4.83,food,1
Baguette,2017,2,3,Friday,morning,10,56,48,5839,4.83,food,1
Baguette,2017,2,2,Thursday,morning,10,20,51,5784,4.83,food,1
Baguette,2017,2,2,Thursday,afternoon,16,16,48,5822,4.83,food,1
Baguette,2017,1,26,Thursday,afternoon,13,52,19,5375,4.83,food,1
Baguette,2017,1,26,Thursday,afternoon,12,30,59,5364,4.83,food,1
Baguette,2017,1,26,Thursday,afternoon,12,18,31,5359,4.83,food,1
Baguette,2017,1,25,Wednesday,morning,11,31,22,5304,4.83,food,1
Baguette,2017,1,25,Wednesday,morning,11,27,35,5302,4.83,food,1
Baguette,2017,1,28,Saturday,morning,9,42,30,5469,4.83,food,1
Baguette,2017,1,27,Friday,afternoon,13,44,55,5436,4.83,food,1
Baguette,2017,1,28,Saturday,morning,9,47,6,5472,4.83,food,1
Baguette,2017,1,31,Tuesday,afternoon,12,20,41,5692,4.83,food,1
Baguette,2017,2,1,Wednesday,morning,11,58,57,5740,4.83,food,1
Baguette,2017,2,1,Wednesday,afternoon,14,56,56,5761,4.83,food,1
Baguette,2017,2,1,Wednesday,afternoon,12,43,41,5743,4.83,food,1
Baguette,2017,1,31,Tuesday,morning,10,44,34,5675,4.83,food,1
Baguette,2017,1,31,Tuesday,afternoon,13,54,55,5706,4.83,food,1
Baguette,2017,1,31,Tuesday,afternoon,13,9,12,5697,4.83,food,1
Baguette,2017,1,30,Monday,afternoon,13,15,42,5643,4.83,food,1
Baguette,2017,1,28,Saturday,morning,9,55,55,5475,4.83,food,1
Baguette,2017,1,29,Sunday,morning,11,51,20,5587,4.83,food,1
Baguette,2017,1,29,Sunday,morning,11,21,35,5580,4.83,food,1
Baguette,2017,1,29,Sunday,morning,11,20,55,5579,4.83,food,1
Baguette,2017,1,29,Sunday,morning,9,22,36,5567,4.83,food,1
Baguette,2017,1,29,Sunday,afternoon,15,35,6,5616,4.83,food,1
Baguette,2017,1,28,Saturday,morning,11,11,32,5498,4.83,food,1
Bakewell,2016,12,13,Tuesday,morning,10,14,24,3080,7.56,unknow,1
Bakewell,2017,1,29,Sunday,afternoon,16,3,33,5618,7.56,unknow,1
Bakewell,2017,3,14,Tuesday,afternoon,16,19,16,8155,7.56,unknow,1
Bakewell,2017,3,14,Tuesday,afternoon,15,55,36,8153,7.56,unknow,1
Bakewell,2017,3,14,Tuesday,afternoon,15,35,56,8149,7.56,unknow,1
Bakewell,2017,3,14,Tuesday,afternoon,15,25,53,8146,7.56,unknow,1
Bakewell,2017,2,1,Wednesday,morning,10,59,1,5734,7.56,unknow,1
Bakewell,2017,1,31,Tuesday,morning,11,41,12,5685,7.56,unknow,1
Bakewell,2017,1,29,Sunday,afternoon,15,4,58,5614,7.56,unknow,1
Bakewell,2017,3,16,Thursday,afternoon,16,42,16,8255,7.56,unknow,1
Bakewell,2017,1,28,Saturday,morning,11,55,40,5512,7.56,unknow,1
Bakewell,2017,1,28,Saturday,morning,11,2,24,5493,7.56,unknow,1
Bakewell,2017,1,28,Saturday,morning,9,55,55,5475,7.56,unknow,1
Bakewell,2017,1,28,Saturday,morning,9,54,31,5474,7.56,unknow,1
Bakewell,2017,1,28,Saturday,afternoon,16,5,18,5562,7.56,unknow,1
Bakewell,2017,1,27,Friday,afternoon,16,38,46,5455,7.56,unknow,1
Bakewell,2017,3,15,Wednesday,afternoon,14,55,37,8196,7.56,unknow,1
Bakewell,2017,3,17,Friday,morning,8,19,53,8260,7.56,unknow,1
Bakewell,2017,3,28,Tuesday,morning,10,11,49,8940,7.56,unknow,1
Bakewell,2017,3,30,Thursday,morning,10,41,15,9049,7.56,unknow,1
Bakewell,2017,3,30,Thursday,afternoon,12,2,28,9061,7.56,unknow,1
Bakewell,2017,3,28,Tuesday,morning,11,21,43,8948,7.56,unknow,1
Bakewell,2017,3,28,Tuesday,afternoon,13,27,27,8963,7.56,unknow,1
Bakewell,2017,3,27,Monday,afternoon,12,24,27,8909,7.56,unknow,1
Bakewell,2017,3,28,Tuesday,afternoon,13,1,9,8960,7.56,unknow,1
Bakewell,2017,3,28,Tuesday,afternoon,12,50,35,8956,7.56,unknow,1
Bakewell,2017,3,27,Monday,morning,8,30,1,8890,7.56,unknow,1
Bakewell,2017,3,27,Monday,afternoon,14,47,26,8925,7.56,unknow,1
Bakewell,2017,3,27,Monday,afternoon,14,41,31,8924,7.56,unknow,1
Bakewell,2017,3,27,Monday,afternoon,13,39,18,8918,7.56,unknow,1
Bakewell,2017,1,27,Friday,afternoon,16,18,16,5454,7.56,unknow,1
Bakewell,2016,12,13,Tuesday,afternoon,15,6,37,3102,7.56,unknow,1
Bakewell,2016,12,13,Tuesday,afternoon,13,56,44,3095,7.56,unknow,1
Bakewell,2016,11,27,Sunday,morning,10,27,40,2167,7.56,unknow,1
Bakewell,2016,12,12,Monday,morning,11,29,0,3037,7.56,unknow,1
Bakewell,2016,12,12,Monday,morning,10,36,9,3033,7.56,unknow,1
Bakewell,2016,12,11,Sunday,morning,11,29,24,2990,7.56,unknow,1
Bakewell,2016,12,11,Sunday,morning,11,0,41,2987,7.56,unknow,1
Bakewell,2016,12,11,Sunday,afternoon,14,21,33,3013,7.56,unknow,1
Bakewell,2016,11,28,Monday,afternoon,13,31,5,2242,7.56,unknow,1
Bakewell,2016,11,27,Sunday,morning,10,3,29,2162,7.56,unknow,1
Bakewell,2016,11,26,Saturday,afternoon,14,54,40,2146,7.56,unknow,1
Bakewell,2016,11,27,Sunday,afternoon,15,43,1,2214,7.56,unknow,1
Bakewell,2016,11,27,Sunday,afternoon,14,0,58,2208,7.56,unknow,1
Bakewell,2016,11,27,Sunday,afternoon,14,0,18,2207,7.56,unknow,1
Bakewell,2016,11,27,Sunday,afternoon,13,16,59,2203,7.56,unknow,1
Bakewell,2016,11,26,Saturday,afternoon,16,34,53,2155,7.56,unknow,1
Bakewell,2016,11,26,Saturday,afternoon,16,8,28,2153,7.56,unknow,1
Bare Popcorn,2017,2,2,Thursday,afternoon,14,12,19,5808,3.11,food,1
Bare Popcorn,2017,2,2,Thursday,afternoon,14,11,5,5807,3.11,food,1
Bare Popcorn,2016,12,28,Wednesday,afternoon,16,19,56,3917,3.11,food,1
Bare Popcorn,2016,12,22,Thursday,afternoon,13,32,59,3673,3.11,food,1
Bare Popcorn,2016,12,15,Thursday,afternoon,17,28,55,3215,3.11,food,1
Basket,2016,11,6,Sunday,morning,10,49,53,662,8.46,food,1
Basket,2016,11,5,Saturday,morning,11,20,7,572,8.46,food,1
Basket,2016,11,5,Saturday,morning,9,47,53,547,8.46,food,1
Basket,2016,11,5,Saturday,morning,9,40,12,544,8.46,food,1
Basket,2016,10,30,Sunday,morning,10,31,24,13,8.46,food,1
Basket,2016,10,30,Sunday,morning,11,12,56,31,8.46,food,1
Bowl Nic Pitt,2016,11,12,Saturday,afternoon,13,5,0,1155,9.27,food,1
Bowl Nic Pitt,2016,11,8,Tuesday,afternoon,14,36,39,873,9.27,food,1
Bread,2017,2,17,Friday,afternoon,16,38,6,6730,3.01,drink,3
Bread,2016,12,31,Saturday,morning,10,0,5,4035,3.01,drink,3
Bread,2017,3,18,Saturday,morning,8,58,23,8328,3.01,drink,3
Bread,2017,2,20,Monday,afternoon,16,6,44,6936,3.01,drink,3
Bread,2017,2,8,Wednesday,afternoon,15,33,33,6240,3.01,drink,3
Bread,2017,2,1,Wednesday,morning,8,37,55,5718,3.01,drink,3
Bread,2016,12,22,Thursday,morning,10,9,34,3643,3.01,drink,3
Bread,2016,12,12,Monday,afternoon,14,12,12,3058,3.01,drink,3
Bread,2017,4,7,Friday,morning,10,24,47,9513,3.01,drink,3
Bread,2017,2,4,Saturday,afternoon,16,40,34,5986,3.01,drink,3
Bread,2017,2,28,Tuesday,morning,10,58,4,7329,3.01,drink,3
Bread,2016,12,23,Friday,afternoon,14,3,32,3749,3.01,drink,2
Bread,2016,12,28,Wednesday,morning,11,38,30,3889,3.01,drink,2
Bread,2016,12,28,Wednesday,morning,11,6,32,3884,3.01,drink,2
Bread,2016,12,28,Wednesday,morning,10,59,54,3882,3.01,drink,2
Bread,2016,12,24,Saturday,morning,9,17,25,3774,3.01,drink,2
Bread,2016,12,22,Thursday,afternoon,15,8,10,3685,3.01,drink,2
Bread,2016,12,18,Sunday,afternoon,14,9,37,3424,3.01,drink,2
Bread,2016,12,19,Monday,morning,11,19,43,3457,3.01,drink,2
Bread,2016,12,21,Wednesday,morning,9,16,27,3578,3.01,drink,2
Bread,2017,1,3,Tuesday,morning,9,41,16,4097,3.01,drink,2
Bread,2017,1,7,Saturday,morning,11,30,20,4298,3.01,drink,2
Bread,2017,1,6,Friday,afternoon,12,46,37,4251,3.01,drink,2
Bread,2017,1,7,Saturday,morning,9,38,40,4276,3.01,drink,2
Bread,2016,12,31,Saturday,morning,10,15,45,4036,3.01,drink,2
Bread,2017,1,8,Sunday,afternoon,15,11,56,4403,3.01,drink,2
Bread,2016,12,29,Thursday,morning,10,47,44,3928,3.01,drink,2
Bread,2016,12,29,Thursday,afternoon,13,16,31,3949,3.01,drink,2
Bread,2016,12,29,Thursday,afternoon,12,28,36,3943,3.01,drink,2
Bread,2016,12,29,Thursday,afternoon,12,6,4,3941,3.01,drink,2
Bread,2016,12,28,Wednesday,morning,11,57,19,3895,3.01,drink,2
Bread,2017,1,7,Saturday,morning,11,41,57,4302,3.01,drink,2
Bread,2016,12,30,Friday,morning,11,33,31,3992,3.01,drink,2
Bread,2016,12,30,Friday,morning,10,14,27,3984,3.01,drink,2
Bread,2016,12,30,Friday,afternoon,16,33,33,4031,3.01,drink,2
Bread,2016,12,30,Friday,afternoon,13,28,58,4008,3.01,drink,2
Bread,2017,2,12,Sunday,morning,10,42,27,6445,3.01,drink,2
Bread,2016,11,28,Monday,morning,11,46,52,2234,3.01,drink,2
Bread,2016,11,27,Sunday,morning,10,53,6,2171,3.01,drink,2
Bread,2016,11,27,Sunday,morning,10,48,12,2169,3.01,drink,2
Bread,2016,11,26,Saturday,morning,8,50,14,2071,3.01,drink,2
Bread,2016,12,1,Thursday,afternoon,13,8,5,2391,3.01,drink,2
Bread,2016,11,30,Wednesday,afternoon,16,48,4,2367,3.01,drink,2
Bread,2016,11,30,Wednesday,afternoon,15,15,42,2355,3.01,drink,2
Bread,2016,11,30,Wednesday,afternoon,12,26,51,2343,3.01,drink,2
Bread,2016,11,29,Tuesday,morning,10,59,58,2281,3.01,drink,2
Bread,2016,11,29,Tuesday,morning,10,19,35,2274,3.01,drink,2
Bread,2016,11,19,Saturday,afternoon,15,46,3,1721,3.01,drink,2
Bread,2016,11,19,Saturday,morning,10,4,10,1646,3.01,drink,2
Bread,2016,11,19,Saturday,morning,9,55,56,1644,3.01,drink,2
Bread,2016,11,19,Saturday,morning,9,50,22,1643,3.01,drink,2
Bread,2016,11,18,Friday,morning,10,7,57,1566,3.01,drink,2
Bread,2016,11,18,Friday,morning,9,12,43,1558,3.01,drink,2
